,Point.Forecast,Lo.80,Hi.80,Lo.90,Hi.90
Jun-36,1.070977688,0.189352894,1.952602482,-0.060575485,2.202530861
Jul-36,1.076462898,0.19253442,1.960391377,-0.058047022,2.210972818
Aug-36,1.097504577,0.211276809,1.983732345,-0.039956449,2.234965603
Sep-36,1.080377958,0.191855261,1.968900655,-0.060028577,2.220784493
Oct-36,1.097804735,0.206991435,1.988618034,-0.045541758,2.241151227
Nov-36,1.081897315,0.188797704,1.974996926,-0.064383625,2.228178255
Dec-36,1.082373035,0.186991373,1.977754697,-0.066836887,2.231582957
Jan-37,1.122030217,0.224370728,2.019689705,-0.030103263,2.274163697
Feb-37,1.126341046,0.226407925,2.026274167,-0.02871061,2.281392703
Mar-37,1.12743724,0.224810712,2.030063768,-0.031071366,2.285945846
Apr-37,1.104565687,0.199674877,2.009456496,-0.056849093,2.265980467
May-37,1.059681121,0.152530121,1.966832122,-0.104634583,2.223996825
Jun-37,1.082565296,0.173158163,1.991972428,-0.084646122,2.249776714
Jul-37,1.088050506,0.176391271,1.999709742,-0.082051455,2.258152468
Aug-37,1.109092185,0.195184844,2.022999526,-0.063895188,2.282079558
Sep-37,1.091965566,0.175814089,2.008117043,-0.083902125,2.267833257
Oct-37,1.109392343,0.191000668,2.027784018,-0.069350611,2.288135296
Nov-37,1.093484923,0.17285696,2.014112887,-0.088128276,2.275098122
Dec-37,1.093960643,0.171100272,2.016821014,-0.09051782,2.278439106
Jan-38,1.133617825,0.208528898,2.058706752,-0.053720959,2.320956609
Feb-38,1.137928654,0.210614994,2.065242314,-0.052265543,2.328122851
Mar-38,1.139024848,0.209077141,2.068972555,-0.054550112,2.332599808
Apr-38,1.116153295,0.183989402,2.048317188,-0.080266109,2.312572699
May-38,1.071268729,0.136892384,2.005645074,-0.127990326,2.270527785
Jun-38,1.094152904,0.157567814,2.030737994,-0.107941045,2.296246853
Jul-38,1.099638114,0.16084796,2.038428268,-0.105286004,2.304562232
Aug-38,1.120679793,0.179688229,2.061671357,-0.087069804,2.32842939
Sep-38,1.103553174,0.160363828,2.04674252,-0.107017246,2.314123594
Oct-38,1.120979951,0.175596425,2.066363476,-0.092406668,2.33436657
Nov-38,1.105072531,0.157498403,2.05264666,-0.111125696,2.321270758
Dec-38,1.105548251,0.155787071,2.055309431,-0.113457026,2.324553529
Jan-39,1.145205433,0.193260728,2.097150138,-0.076602368,2.367013235
Feb-39,1.149516262,0.195391534,2.103640991,-0.075089569,2.374122093
Mar-39,1.150612456,0.19390804,2.107316872,-0.077304368,2.378529281
Apr-39,1.127740903,0.168864307,2.086617498,-0.102963884,2.358445689
May-39,1.082856337,0.121810986,2.043901688,-0.150632017,2.316344691
Jun-39,1.105740512,0.142529805,2.068951219,-0.130527046,2.34200807
Jul-39,1.111225722,0.145853036,2.076598408,-0.127816706,2.350268151
Aug-39,1.132267401,0.164736089,2.099798713,-0.109545593,2.374080396
Sep-39,1.115140782,0.145454175,2.084827389,-0.129438504,2.359720068
Oct-39,1.132567559,0.160728964,2.104406153,-0.114773773,2.379908891
Nov-39,1.116660139,0.142672843,2.090647436,-0.133439022,2.3667593
Dec-39,1.117135859,0.141003124,2.093268594,-0.135716943,2.369988661
Jan-40,1.156793041,0.178518108,2.135067974,-0.098809242,2.412395324
Feb-40,1.16110387,0.180689959,2.141517781,-0.097243761,2.419451502
Mar-40,1.162200064,0.17925645,2.145143679,-0.099394407,2.423794535
Apr-40,1.139328511,0.154253146,2.124403876,-0.125002033,2.403659054
May-40,1.094443945,0.10723998,2.08164791,-0.172618626,2.361506517
Jun-40,1.11732812,0.127998685,2.106657555,-0.152462463,2.387118703
Jul-40,1.12281333,0.131361534,2.114265126,-0.149701273,2.395327934
Aug-40,1.143855009,0.150283941,2.137426078,-0.131379651,2.419089669
Sep-40,1.12672839,0.131041118,2.122415662,-0.151222388,2.404679168
Oct-40,1.144155167,0.14635474,2.141955594,-0.136507816,2.42481815
Nov-40,1.128247747,0.128337194,2.1281583,-0.155123554,2.411619048
Dec-40,1.128723467,0.126705797,2.130741138,-0.157352289,2.414799224
Jan-41,1.168380649,0.164258851,2.172502447,-0.120395726,2.457157024
Feb-41,1.172691478,0.166468523,2.178914433,-0.118781703,2.464164659
Mar-41,1.173787672,0.165081144,2.1824942,-0.12087314,2.468448485
Apr-41,1.150916119,0.140115116,2.161717121,-0.146432923,2.44826516
May-41,1.106031553,0.093138986,2.118924121,-0.194001983,2.406065089
Jun-41,1.128915728,0.113934487,2.14389697,-0.173798592,2.431630048
Jul-41,1.134400938,0.117333895,2.151467982,-0.170990479,2.439792356
Aug-41,1.155442617,0.136292627,2.174592607,-0.152622233,2.463507468
Sep-41,1.138315998,0.117085898,2.159546099,-0.172418645,2.449050642
Oct-41,1.155742775,0.132435383,2.179050167,-0.157658044,2.469143593
Nov-41,1.139835355,0.114453473,2.165217238,-0.176228043,2.455898753
Dec-41,1.140311075,0.112857486,2.167764664,-0.178411329,2.45903348
Jan-42,1.179968257,0.150445728,2.209490786,-0.141409603,2.501346118
Feb-42,1.184279086,0.152690367,2.215867806,-0.139750701,2.508308874
Mar-42,1.18537528,0.151345704,2.219404856,-0.141787312,2.512537873
Apr-42,1.162503727,0.126414159,2.198593295,-0.167302837,2.492310291
May-42,1.117619162,0.079472296,2.155766027,-0.214827915,2.450066238
Jun-42,1.140503336,0.100301852,2.18070482,-0.194580815,2.475587487
Jul-42,1.145988547,0.103735106,2.188241987,-0.191729262,2.483706355
Aug-42,1.167030225,0.122727474,2.211332977,-0.173317845,2.507378296
Sep-42,1.149903606,0.103554175,2.196253038,-0.19307135,2.492878563
Oct-42,1.167330383,0.118936885,2.215723881,-0.178268104,2.51292887
Nov-42,1.151422963,0.100987998,2.201857929,-0.196795719,2.499641646
Dec-42,1.151898683,0.099424832,2.204372534,-0.19893688,2.502734247
Jan-43,1.191555865,0.137045697,2.246066034,-0.161893283,2.545005014
Feb-43,1.195866694,0.13932276,2.252410629,-0.160192764,2.551926153
Mar-43,1.196962888,0.138017774,2.255908003,-0.162178452,2.556104229
Apr-43,1.174091335,0.113118221,2.235064449,-0.187652914,2.535835584
May-43,1.12920677,0.06620816,2.19220538,-0.235137176,2.493550715
Jun-43,1.152090944,0.087069327,2.217112562,-0.214849503,2.519031391
Jul-43,1.157576155,0.090534004,2.224618305,-0.211957619,2.527109928
Aug-43,1.178617833,0.109557609,2.247678058,-0.19350611,2.550741777
Sep-43,1.161491214,0.090415361,2.232567067,-0.21321976,2.536202189
Oct-43,1.178917991,0.105828941,2.252007042,-0.198376895,2.556212877
Nov-43,1.163010571,0.08791074,2.238110403,-0.216865123,2.542886266
Dec-43,1.163486291,0.086378082,2.240594501,-0.218967128,2.545939711
Jan-44,1.203143473,0.124029275,2.282257671,-0.181884605,2.588171552
Feb-44,1.207454303,0.126336491,2.288572114,-0.180145386,2.595053992
Mar-44,1.208550497,0.125068458,2.292032535,-0.182083645,2.599184638
Apr-44,1.185678943,0.100198669,2.271159217,-0.207519906,2.578877792
May-44,1.140794378,0.053318199,2.228270556,-0.254966187,2.536554942
Jun-44,1.163678552,0.074208788,2.253148317,-0.234640752,2.561997856
Jul-44,1.169163763,0.077702717,2.260624808,-0.231711323,2.570038848
Aug-44,1.190205442,0.096755407,2.283655476,-0.213222483,2.593633367
Sep-44,1.173078822,0.077642079,2.268515566,-0.232899017,2.579056662
Oct-44,1.190505599,0.093084412,2.287926787,-0.218019246,2.599030444
Nov-44,1.17459818,0.075194802,2.274001557,-0.236470779,2.585667138
Dec-44,1.175073899,0.073690573,2.276457226,-0.238536296,2.588684095
Jan-45,1.214731081,0.111370034,2.318092129,-0.201417492,2.630879655
Feb-45,1.219041911,0.113705358,2.324378463,-0.199642195,2.637726017
Mar-45,1.220138105,0.11247183,2.327804379,-0.201536167,2.641812376
Apr-45,1.197266551,0.0876298,2.306903302,-0.2269368,2.621469902
May-45,1.152381986,0.040776935,2.263987037,-0.274347651,2.579111622
Jun-45,1.17526616,0.061694974,2.288837347,-0.253986984,2.604519305
Jul-45,1.180751371,0.065216201,2.29628654,-0.251022518,2.61252526
Aug-45,1.20179305,0.084296038,2.319290061,-0.232498837,2.636084936
Sep-45,1.184666431,0.065209706,2.304123155,-0.25214072,2.621473581
Oct-45,1.202093207,0.080678887,2.323507527,-0.237226491,2.641412905
Nov-45,1.186185788,0.062815978,2.309555597,-0.255643754,2.628015329
Dec-45,1.186661508,0.061338303,2.311984712,-0.257675189,2.630998204
Jan-46,1.22631869,0.099044173,2.353593206,-0.220522489,2.673159868
Feb-46,1.230629519,0.101405762,2.359853275,-0.218713482,2.679972519
Mar-46,1.231725713,0.100204529,2.363246897,-0.220566004,2.68401743
Apr-46,1.208854159,0.075388447,2.342319871,-0.245933333,2.663641651
May-46,1.163969594,0.02856139,2.299377798,-0.293311059,2.621250247
Jun-46,1.186853768,0.049505098,2.324202439,-0.272917446,2.646624983
Jul-46,1.192338979,0.053051856,2.331626101,-0.269920212,2.65459817
Aug-46,1.213380658,0.072157087,2.354604228,-0.251363938,2.678125253
Sep-46,1.196254039,0.053096013,2.339412064,-0.270973403,2.66348148
Oct-46,1.213680815,0.068590318,2.358771313,-0.256026927,2.683388558
Nov-46,1.197773396,0.050752398,2.344794393,-0.274412117,2.669958908
Dec-46,1.198249116,0.04929958,2.347198651,-0.276411649,2.67290988
Jan-47,1.237906298,0.087030175,2.38878242,-0.239227214,2.715039809
Feb-47,1.242217127,0.089416359,2.395017894,-0.23738664,2.721820894
Mar-47,1.243313321,0.088245415,2.398381226,-0.239200286,2.725826927
Apr-47,1.220441767,0.063453641,2.377429894,-0.264536416,2.705419951
May-47,1.175557202,0.016650763,2.334463641,-0.311883109,2.662997513
Jun-47,1.198441377,0.037618525,2.359264229,-0.291458624,2.688341377
Jul-47,1.203926587,0.041189211,2.366663963,-0.288430679,2.696283853
Aug-47,1.224968266,0.060318245,2.389618287,-0.269843853,2.719780385
Sep-47,1.207841647,0.04128085,2.374402443,-0.289422926,2.705106219
Oct-47,1.225268423,0.056798711,2.393738135,-0.274446216,2.724983062
Nov-47,1.209361004,0.038984227,2.37973778,-0.292801326,2.711523334
Dec-47,1.209836724,0.037554723,2.382118724,-0.294770934,2.714444382
Jan-48,1.249493906,0.075308514,2.423679298,-0.25755673,2.756544541
Feb-48,1.253804735,0.077717773,2.429891696,-0.255686538,2.763296008
Mar-48,1.254900929,0.076575296,2.433226562,-0.257463648,2.767265506
Apr-48,1.232029375,0.051806335,2.412252416,-0.282770497,2.746829248
May-48,1.18714481,0.005026155,2.369263465,-0.330088058,2.704377678
Jun-48,1.210028985,0.026016498,2.394041471,-0.309634589,2.729692559
Jul-48,1.215514195,0.029609652,2.401418738,-0.306577807,2.737606197
Aug-48,1.236555874,0.04876104,2.424350707,-0.28796229,2.761074038
Sep-48,1.219429255,0.029745887,2.409112622,-0.307512816,2.746371326
Oct-48,1.236856031,0.045285878,2.428426184,-0.292507703,2.766219766
Nov-48,1.220948612,0.027493413,2.414403811,-0.310834553,2.752731777
Dec-48,1.221424332,0.026085817,2.416762847,-0.312776042,2.755624706
Jan-49,1.261081514,0.063861406,2.458301622,-0.275533859,2.797696887
Feb-49,1.265392343,0.066292355,2.46449233,-0.273635829,2.804420515
Mar-49,1.266488537,0.06517668,2.467800393,-0.275378538,2.808355612
Apr-49,1.243616983,0.04042917,2.446804797,-0.300657857,2.787891823
May-49,1.198732418,-0.006329666,2.403794502,-0.347948022,2.745412858
Jun-49,1.221616593,0.014681916,2.428551269,-0.327467294,2.770700479
Jul-49,1.227101803,0.018296204,2.435907402,-0.324383386,2.778586992
Aug-49,1.248143482,0.037468623,2.458818341,-0.305740877,2.802027841
Sep-49,1.231016863,0.018474397,2.443559329,-0.325264544,2.787298269
Oct-49,1.248443639,0.034035212,2.462852067,-0.310232702,2.807119981
Nov-49,1.23253622,0.016263469,2.44880897,-0.328532955,2.793605395
Dec-49,1.23301194,0.014876496,2.451147384,-0.330447976,2.796471856
Jan-50,1.272669122,0.052672606,2.492665638,-0.293179454,2.838517698
Feb-50,1.276979951,0.055123978,2.498835924,-0.291255213,2.845215115
Mar-50,1.278076145,0.054033581,2.502118708,-0.292965477,2.849117767
Apr-50,1.255204591,0.029306273,2.48110291,-0.318218866,2.828628049
May-50,1.210320026,-0.017432458,2.43807251,-0.365483227,2.786123279
Jun-50,1.233204201,0.003599133,2.462809269,-0.344976818,2.81138522
Jul-50,1.238689411,0.007233333,2.470145489,-0.341867354,2.819246176
Aug-50,1.25973109,0.026425568,2.493036612,-0.32319941,2.84266159
Sep-50,1.242604471,0.007451064,2.477757877,-0.342697764,2.827906705
Oct-50,1.260031248,0.023031508,2.497030987,-0.32764073,2.847703225
Nov-50,1.244123828,0.0052793,2.482968356,-0.34591591,2.834163566
Dec-50,1.244599548,0.003911768,2.485287328,-0.347805978,2.837005074
Jan-51,1.28425673,0.041727228,2.526786232,-0.31051262,2.87902608
Feb-51,1.288567559,0.044197858,2.53293726,-0.308563661,2.885698779
Mar-51,1.289663753,0.043131341,2.536196165,-0.310243276,2.889570782
Apr-51,1.2667922,0.018423089,2.51516131,-0.335472207,2.869056606
May-51,1.221907634,-0.028296675,2.472111943,-0.382712225,2.826527493
Jun-51,1.244791809,-0.007246207,2.496829824,-0.362181587,2.851765204
Jul-51,1.250277019,-0.003593217,2.504147255,-0.359048006,2.859602044
Aug-51,1.271318698,0.01561772,2.527019676,-0.340356059,2.882993455
Sep-51,1.254192079,-0.003338169,2.511722327,-0.359830521,2.868214679
Oct-51,1.271618856,0.012260802,2.530976909,-0.344749707,2.887987418
Nov-51,1.255711436,-0.005472964,2.516895836,-0.363001217,2.874424089
Dec-51,1.256187156,-0.006822139,2.519196451,-0.364867724,2.877242036
